time,odom_stamp,imu_stamp,x,y,yaw,vx,vy,vyaw,imu_wx,imu_wy,imu_wz,imu_ax,imu_ay,imu_az
1764611074.9218833,526.244000000,526.239000000,2.0001764595723026,-5.832095518628977e-06,6.643752578306779e-05,-4.187274635397165e-06,7.759480456053324e-06,3.2833177246894428e-09,0.000256682671750859,0.0004020937776031531,-5.03676924227351e-05,-0.04388074576814674,0.0273216409760991,10.403532428217257
1764611074.9562685,526.278000000,526.274000000,2.0001764722095308,-5.8320341594399635e-06,6.644911714237226e-05,-7.594605377797495e-06,7.758704516911809e-06,-1.989158971154195e-07,0.0003978312549673234,0.0006956144227738009,-0.00015017137591503968,-0.05619376546859057,0.009748502276144539,9.494421844798092
1764611074.989897,526.312000000,526.309000000,2.000176459998906,-5.83190717406633e-06,6.645416459502229e-05,-8.247536119565e-06,6.507859631297398e-06,-2.919691538697243e-07,0.00013330968734446332,0.00040093239856482394,-0.0001707890548356731,-0.0601094657949358,0.007827943127452932,9.960534212535723
1764611075.0236,526.346000000,526.344000000,2.000176455566275,-5.834626018167848e-06,6.645713603390862e-05,-4.075501465305965e-06,7.703741453930348e-06,-1.825153822750892e-07,0.0002260568958096944,0.0009121923701108663,-0.00015873100885545506,-0.058390092911418924,-0.007340288528407429,10.179094168400749
1764611075.0577471,526.380000000,526.379000000,2.0001764407658404,-5.833327353882019e-06,6.646164559119925e-05,-9.724897682990178e-06,7.93348160916267e-06,-1.3112451093035206e-07,0.0006004330132440989,0.0005488598009163484,0.00013436692569155726,-0.04504064336889288,0.004027059929028686,9.532967739494248
1764611075.0913901,526.414000000,526.409000000,2.0001764424193174,-5.831978192083527e-06,6.646001760224193e-05,-6.978032279353761e-06,7.69324679251686e-06,-7.086070227580993e-07,0.00012683525913260567,0.0013117752067141086,0.0001911696969730499,-0.06529964727696998,0.016242736362496436,10.181449206747269
1764611075.1253169,526.448000000,526.444000000,2.000176453765135,-5.8320813026378494e-06,6.644347961510481e-05,-3.3085430481073445e-06,7.651443333157877e-06,-9.157599048920765e-07,2.048951847387169e-05,0.0009910899787745407,-1.8244272503811976e-05,-0.037022073507106866,0.011666767615086525,10.256142875064144
1764611075.1593087,526.482000000,526.479000000,2.0001764759770406,-5.832045317735551e-06,6.64308054012454e-05,-4.237489032479078e-06,7.731462456609078e-06,-5.87458999984634e-07,0.0001594179990731582,0.000750299360661066,-0.0004098459897659872,-0.08216911341657422,-0.009443991814295491,10.358270349875413
1764611075.1934896,526.516000000,526.514000000,2.0001765071455755,-5.832184691326089e-06,6.643499703305786e-05,-9.421370718620737e-06,7.836003633248054e-06,2.7642784579582442e-08,0.0004102911851629903,0.000492520863829208,0.0001429566652498631,-0.03809902095673111,0.030051098775904124,9.196645895802629
1764611075.2281103,526.550000000,526.549000000,2.0001765191297407,-5.833045361164197e-06,6.645048863476873e-05,-7.152147623386969e-06,7.308074505836123e-06,2.6625817078366555e-07,0.000408950410484673,0.0005975706873649637,-0.00011630433660209363,-0.06685775050078933,0.04312418974547087,10.304741349317208
1764611075.2626028,526.584000000,526.579000000,2.0001765385202828,-5.833832262595028e-06,6.647539424699002e-05,-3.910879087001757e-06,7.874310886724507e-06,4.1530797808515524e-07,0.0007096924043617048,0.0009185774879587707,3.737634480732851e-06,-0.08270880292983378,0.04658596798823194,10.265582424954728
1764611075.2963152,526.618000000,526.614000000,2.0001765358831975,-5.833307812632771e-06,6.649664657892058e-05,-1.0451048419606082e-05,7.919333411386072e-06,9.68521936558855e-08,0.0007859546056637612,0.0006101271617729507,0.00016581339766071955,-0.056053266096720754,0.019652125233083205,8.890102441367581
1764611075.3296745,526.652000000,526.649000000,2.0001765277148658,-5.83328929785156e-06,6.650495675691812e-05,-7.711375129496893e-06,7.8010237020539e-06,-3.5999670747356015e-07,0.00038672207454603524,0.0008806187859012886,0.00033072299291537734,-0.036849387135355516,-0.01899597708884622,10.385809151250939
1764611075.3637307,526.686000000,526.684000000,2.0001765271098253,-5.833200070809649e-06,6.650286950646048e-05,-4.107695704238068e-06,7.757922566437189e-06,-5.858500750476379e-07,0.0004998195323233718,0.0004927747777865116,-0.0003427894065336151,-0.06163974686721399,0.03415146652821017,9.490588760180357
1764611075.397184,526.720000000,526.719000000,2.0001765062786845,-5.8326531036753825e-06,6.649975199435223e-05,-9.58789091911131e-06,8.09542511187307e-06,-6.74190097593359e-07,0.0004072317292103558,0.0007408643946789031,0.00013310134916115653,-0.07321338151286899,0.020405794868187048,10.41540469580225
1764611075.4311786,526.754000000,526.749000000,2.0001765021224056,-5.833057631335508e-06,6.649040969568773e-05,-4.467698828943631e-06,7.726191480330659e-06,-6.207249782807856e-07,0.0003174445707399029,0.0009364113626562003,0.00023674024626759636,-0.07650955617512441,0.010496499546542446,10.435392500197025
1764611075.465388,526.788000000,526.784000000,2.0001765138282828,-5.833269826039613e-06,6.648277615429293e-05,-4.42657231883027e-06,7.662905585741489e-06,-5.606520854386628e-07,0.0005819666168851439,0.0010816227156976788,-9.095179572768213e-05,-0.06706114707692287,0.011706718324738007,9.765559673870479
1764611075.5004737,526.822000000,526.819000000,2.0001765208527957,-5.832678094888902e-06,6.648189559059068e-05,-9.85368017143967e-06,7.90801948792486e-06,-2.4145874863430947e-07,0.0006379292384019273,0.00040351434572678737,-0.00022154030755849963,-0.03296978308188099,-0.0016995235050424459,9.202188701222987
1764611075.5338266,526.856000000,526.854000000,2.0001765492239,-5.833141827792376e-06,6.649226889905931e-05,-6.236663710792643e-06,7.695278861959239e-06,-4.4173829698902685e-08,0.0004605961145531899,0.00020526996038598396,0.00039260761278032063,-0.05401503699751701,-0.01407254993366408,9.231277298003581
1764611075.56787,526.890000000,526.889000000,2.0001765728387957,-5.8335030585308635e-06,6.65017070592245e-05,-6.05492545112245e-06,7.74234276596901e-06,-1.750369784288154e-07,0.0006138097953995053,0.0012643554164826318,-5.1884923060215686e-05,-0.10024515371349318,0.021684030855544642,10.161276329432551
1764611075.6028368,526.924000000,526.919000000,2.0001766050073253,-5.833686333767838e-06,6.650509500795828e-05,-3.9369679887688654e-06,7.695840369696745e-06,-3.626376060032698e-07,0.0006219768846163589,0.0011385329152039602,-0.00027251776874001344,-0.05808447205509035,-0.012886837155694334,10.136394532312925
1764611075.6369,526.958000000,526.954000000,2.0001766118913236,-5.83315123602584e-06,6.650952125200491e-05,-9.066768743734447e-06,7.325395987829292e-06,-1.7563258276268068e-07,0.00024149907754455295,0.0005730339375650225,-0.00014040720355406436,-0.07151983740783742,0.018363212838309217,9.19748260886866
